1.000000000000013101e-01 1.000000000000006439e-01 1.000000000001491918e-01 1.000000000000001998e-01 1.125870977374848758e-01 1.290951665338976317e-01 1.471403502307179201e-01 1.674625563040413878e-01 1.916895611066488092e-01 2.182183325528300744e-01 2.482835320489865660e-01 2.836157141541931770e-01 3.236130664441073668e-01 3.687045077749798727e-01 4.194620495659043824e-01 4.770281305804934258e-01 5.416662501939729646e-01 6.136579730673642485e-01 6.972974465291635893e-01 7.910653189913495753e-01 8.977406526526615638e-01 1.017553779754272636e+00 1.155942923819829105e+00 1.304401167869653211e+00
nan 1.000000000000015321e-01 9.999999999999997780e-02 1.000000000001378675e-01 1.066513608436069349e-01 1.241127130733997719e-01 1.430889322107941064e-01 1.641605243960043703e-01 1.921255510113230036e-01 2.235794278495931708e-01 2.580647334330451459e-01 2.973233009845254182e-01 3.414760658200376442e-01 3.910801877642701152e-01 4.461683223194147230e-01 5.100636510488757436e-01 5.830731946400912191e-01 6.674265423691728705e-01 7.641558216629827927e-01 8.750239877656694754e-01 1.000412978761528571e+00 1.143181182473847812e+00 1.304832657636140425e+00 1.488749812084047885e+00
nan nan 1.000000000000001998e-01 1.000000000001169953e-01 1.000000162995634545e-01 1.124059279894210617e-01 1.297313755977499428e-01 1.424027896871072896e-01 1.665896491139738922e-01 1.954332581895689147e-01 2.272123179854265151e-01 2.656368313911653400e-01 3.105147734702869977e-01 3.609006431547913119e-01 4.191607551204347137e-01 4.891408822257433675e-01 5.733814134292131159e-01 6.725183702243454631e-01 7.888372036543639387e-01 9.237936641944864968e-01 1.080944006926232159e+00 1.261895004927900743e+00 1.466571550623590348e+00 1.698714211693474585e+00
nan nan nan 1.000000000000428324e-01 1.000003151787470790e-01 1.151711607733237885e-01 1.347743245907800924e-01 1.569755304328922518e-01 1.833652759802085752e-01 2.163822459516898666e-01 2.527154886742927209e-01 2.955260671299974051e-01 3.470508136152229417e-01 4.057412356207049653e-01 4.739856583451184102e-01 5.553159916366451343e-01 6.539237755013859177e-01 7.717607112043375350e-01 9.106512364687054939e-01 1.070478890722791121e+00 1.253635335071580315e+00 1.461965923650489607e+00 1.697137542425753320e+00 1.972503498426853685e+00
nan nan nan nan 1.010120160025206326e-01 1.180432918998247649e-01 1.395155036912486546e-01 1.653025056035447582e-01 1.954337287630679709e-01 2.316693507892594317e-01 2.735287193426597652e-01 3.206896954575976233e-01 3.789700457472894302e-01 4.482134139298480369e-01 5.295312603918337357e-01 6.245026305970485803e-01 7.401517969134837616e-01 8.794017442978970811e-01 1.044217942639523056e+00 1.233272563949210809e+00 1.448912498906417934e+00 1.696223895125423820e+00 1.972385071727907668e+00 2.296694302262797915e+00
nan nan nan nan nan 1.329997948346771652e-01 1.560330990133470541e-01 1.851760910252878700e-01 2.199199600086380046e-01 2.611547378571040801e-01 3.103058928235985503e-01 3.647924857583849656e-01 4.280896969029145405e-01 5.056622577409758401e-01 5.986774328540719337e-01 7.083216920670077910e-01 8.408879508303347405e-01 1.002114091338240698e+00 1.195516237495475753e+00 1.421899812950221165e+00 1.676051574850472736e+00 1.972794520486375713e+00 2.295856991908705069e+00 2.678773920104912332e+00
nan nan nan nan nan nan 1.683326390457583477e-01 1.989398337235240843e-01 2.374707057478079308e-01 2.827479499796136109e-01 3.368858971534000046e-01 4.013248745509830906e-01 4.760146002769941598e-01 5.658640687255213075e-01 6.721803096161512725e-01 7.975801620446621998e-01 9.467526370785804835e-01 1.131954409542539786e+00 1.357112989493660216e+00 1.627036941797032732e+00 1.938941475242401680e+00 2.293080328460487927e+00 2.679396872534061558e+00 3.104646769233121884e+00
nan nan nan nan nan nan nan 2.102632599772392696e-01 2.493321347283387057e-01 2.981123064295071456e-01 3.549593954792892303e-01 4.246384118553406806e-01 5.052265495839917131e-01 6.004266321464847289e-01 7.159632567693602345e-01 8.531203570503732569e-01 1.015655188667605291e+00 1.214127026182098223e+00 1.457176807106610905e+00 1.754844614145199433e+00 2.110090227445748035e+00 2.525241413227829579e+00 3.000446507858649969e+00 3.538041106833230476e+00
nan nan nan nan nan nan nan nan 2.532790047571743530e-01 3.004098776840747886e-01 3.584175888817898725e-01 4.258404666451965914e-01 5.089167021597399421e-01 6.003715078525467819e-01 7.115956216347117946e-01 8.445660481044768852e-01 9.985392455431797432e-01 1.181978814249236009e+00 1.413446779216018800e+00 1.698440292374387983e+00 2.044331773245001482e+00 2.446909860895968514e+00 2.904270430423177007e+00 3.392201832765653347e+00
nan nan nan nan nan nan nan nan nan 3.524026335712827640e-01 4.170211212429623115e-01 4.970376596004685288e-01 5.887741388414829968e-01 7.001828155679398202e-01 6.516131884181540768e-01 7.708199304482535874e-01 8.931554934145450320e-01 1.014377345740617997e+00 1.198236352111448522e+00 1.434802990931344446e+00 1.720975594060069280e+00 2.059740099910165156e+00 2.452999627000990834e+00 2.896685396353036346e+00
