6.045574525335695171e-02 6.970536532019377951e-02 8.072231793567330449e-02 9.374736903940772415e-02 1.092136678118083015e-01 1.270967582801363349e-01 1.477309281130954055e-01 1.713514754961003028e-01 1.987684388660950763e-01 2.289888124720516061e-01 2.631175050200424970e-01 3.021882245376263931e-01 3.464874531516284328e-01 3.952746981761980916e-01 4.513871882327473717e-01 5.145971123255270729e-01 5.833543454440570653e-01 6.578458715359833953e-01 7.451389338651956962e-01 8.431870455861969482e-01 9.538956397889537531e-01 1.070748787014675241e+00 1.193707051385747953e+00 1.328085867723157509e+00
nan 6.044951294428546618e-02 6.976397955944579898e-02 8.142007669992001873e-02 9.571562695160062972e-02 1.125645834858695071e-01 1.319666100254257568e-01 1.548083766889103430e-01 1.825489718076063195e-01 2.144793171567778156e-01 2.502559378291906445e-01 2.905214000898868054e-01 3.359455273258398211e-01 3.863612356684174021e-01 4.429106088441516764e-01 5.109230259475583402e-01 5.899673241567182647e-01 6.819308245665964829e-01 7.852871541494081953e-01 8.980149616301904558e-01 1.024590988573966133e+00 1.168304131407011504e+00 1.331651022104339166e+00 1.522768403944139148e+00
nan nan 6.216528861804637707e-02 7.223565657410535579e-02 8.483715440177541645e-02 9.989441891312633715e-02 1.176781308385925762e-01 1.382031952144402442e-01 1.632202459393476968e-01 1.926753598116117683e-01 2.258831459468755298e-01 2.653285742503224132e-01 3.113581834924774583e-01 3.641378252686056083e-01 4.261873718738802275e-01 5.004960080370373099e-01 5.890587404207991984e-01 6.930436235579398030e-01 8.130752639119627201e-01 9.495174819184928339e-01 1.104777734808030765e+00 1.284224698884905536e+00 1.496710519325061828e+00 1.739153784252103652e+00
nan nan nan 8.352527163925271836e-02 9.700730893099240859e-02 1.141369786093213712e-01 1.347214289098728202e-01 1.585305612391831875e-01 1.865825029321848127e-01 2.207156533851208913e-01 2.584650369176366702e-01 3.028831389573605204e-01 3.561729125827046705e-01 4.174358159817479486e-01 4.895014480755199848e-01 5.753863755206718444e-01 6.785060902847388498e-01 8.002430106236799734e-01 9.422838162058966294e-01 1.102825926912972321e+00 1.282616913042361695e+00 1.495435354233030978e+00 1.741081658854033432e+00 2.009831441883140890e+00
nan nan nan nan 1.072121179760425758e-01 1.251278797157930889e-01 1.475731011743968146e-01 1.744184803039470211e-01 2.054329633058051829e-01 2.430024941267030503e-01 2.864422838096756241e-01 3.360748798966146644e-01 3.969976494286009405e-01 4.682880503996880162e-01 5.513151998292218359e-01 6.478650980557603134e-01 7.663468685238805644e-01 9.091380692976023248e-01 1.078922715716428726e+00 1.274051244439301733e+00 1.493363890183788456e+00 1.741804245941028118e+00 2.013008765395595479e+00 2.322025487100967123e+00
nan nan nan nan nan 1.359145864727975273e-01 1.593315254757725619e-01 1.890384832180584951e-01 2.244434381219806429e-01 2.661912103250791972e-01 3.163312388722634427e-01 3.726621711392374969e-01 4.388680450053379367e-01 5.178283328073056690e-01 6.101227458458431396e-01 7.195708674651166703e-01 8.519427825344738636e-01 1.014574879679253971e+00 1.210116465423462628e+00 1.441290657208305959e+00 1.706019635679715929e+00 2.005790855074433665e+00 2.327677146004003550e+00 2.678524410695855451e+00
nan nan nan nan nan nan 1.591531127470617868e-01 1.880327398524845872e-01 2.245298404182023422e-01 2.676832932846668900e-01 3.192745911029604144e-01 3.804666616326581874e-01 4.512539971783648962e-01 5.360172380080463483e-01 6.359036483883748758e-01 7.542428194106960415e-01 8.962032396486565577e-01 1.071979460507197501e+00 1.285749965833427488e+00 1.542515473430372097e+00 1.841452949029898090e+00 2.185039010056105457e+00 2.576258400613034905e+00 3.010528388577625947e+00
nan nan nan nan nan nan nan 1.946080688227111999e-01 2.305199860131879053e-01 2.753808107241308978e-01 3.276731417743978803e-01 3.916205191871489077e-01 4.652465777984011730e-01 5.519966512174512285e-01 6.573192310494690993e-01 7.824941104044422779e-01 9.312922585403045073e-01 1.112999481578141214e+00 1.335099512445784953e+00 1.606357997323462516e+00 1.929181813636916321e+00 2.305317190144823059e+00 2.734701823299761525e+00 3.220779370656284613e+00
nan nan nan nan nan nan nan nan 2.594437705245833392e-01 3.077651439900621622e-01 3.672265616315641967e-01 4.362582141507060918e-01 5.212620894148976003e-01 6.137015045053229034e-01 7.263837778778108323e-01 8.616657178400715100e-01 1.018329828428813144e+00 1.204884506795392163e+00 1.441591834245520065e+00 1.732337885968865621e+00 2.084537932676515215e+00 2.493039138284616651e+00 2.954715724736098448e+00 3.461986341685990176e+00
nan nan nan nan nan nan nan nan nan 3.617119346899155818e-01 4.277466943814773881e-01 5.092753986208820027e-01 6.018681276989332751e-01 7.152022203661325683e-01 6.451656825953657748e-01 7.630923263747870777e-01 8.877098325077461549e-01 1.024906044260533999e+00 1.213543924361798698e+00 1.453951175447192767e+00 1.746045084180172235e+00 2.091726870888488410e+00 2.492994486387138942e+00 2.955018264374153603e+00
nan nan nan nan nan nan nan nan nan nan 3.900312453419265690e-01 4.610229138376731317e-01 5.465866009213224963e-01 6.481056979019967912e-01 7.630828832030793762e-01 6.516831361021711011e-01 7.636615925432292951e-01 8.878970784521402759e-01 1.019801343818287354e+00 1.213445537958585341e+00 1.454440201005299027e+00 1.745950046592878557e+00 2.090908961329697391e+00 2.492299625934045526e+00
nan nan nan nan nan nan nan nan nan nan nan 4.758533350303399967e-01 5.605602452762656895e-01 6.624787482679785899e-01 7.868002765208992333e-01 6.734563781725306786e-01 6.615776257187504505e-01 7.684991300383032797e-01 8.794974729457982754e-01 1.016005196958927215e+00 1.213443423601912041e+00 1.456883145476758123e+00 1.747960108708887628e+00 2.091507356183566202e+00
nan nan nan nan nan nan nan nan nan nan nan nan 4.807849128596266564e-01 5.679831402988657629e-01 6.681367776881121934e-01 7.880045916018512120e-01 6.707491065283723852e-01 7.872302259145445014e-01 9.114914109675980036e-01 8.623825861780654023e-01 1.014441874294087054e+00 1.213360655108851383e+00 1.457051555459127457e+00 1.747679822770966229e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan 4.860319559468280204e-01 5.712993362515392803e-01 6.683980897488057682e-01 7.887531680460320160e-01 6.733383302887290256e-01 7.871494768293407773e-01 8.855281162019115193e-01 8.536877781792930886e-01 1.014600892847438374e+00 1.212187691845297177e+00 1.456872198131462071e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.856368282874496956e-01 5.722557045956211397e-01 6.725144741571684737e-01 7.875803771198572889e-01 6.747293232176063693e-01 7.683553170737438265e-01 7.406936697615003062e-01 8.517382963144486396e-01 1.013714265498160128e+00 1.213476167490810109e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.866376216082299866e-01 5.730184735277308317e-01 6.717103773903716490e-01 7.681487023041364548e-01 6.587856915493321974e-01 7.622555317672692343e-01 7.247891486261339722e-01 8.505785246591996973e-01 1.013495132490632944e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.905032377438225399e-01 5.739975131320009805e-01 6.733739156187033004e-01 7.617836574944603090e-01 6.658635685530112092e-01 7.708668577504769193e-01 7.250271805697348082e-01 8.494205699556831579e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.012020862392633003e-01 7.076172804829954366e-01 8.286898779099320933e-01 7.212319987363611240e-01 7.440013822187447889e-01 8.476332111714948159e-01 7.226990848580678861e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.080516784838696509e-01 7.129419232491143177e-01 8.298612809804359891e-01 7.156623978189682322e-01 8.222171408518685887e-01 8.419038575011150716e-01
